SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS
42019,1610612748,MIA,Miami Heat,0041900406,2020-10-11,MIA vs. LAL,L,240,93,35,79,0.443,10,28,0.357,13,22,0.591,9,32,41,25,4,4,13,18,-13.0
42019,1610612747,LAL,Los Angeles Lakers,0041900406,2020-10-11,LAL @ MIA,W,239,106,43,89,0.483,11,35,0.314,9,14,0.643,12,34,46,23,5,4,12,22,13.0
42019,1610612747,LAL,Los Angeles Lakers,0041900405,2020-10-09,LAL vs. MIA,L,240,108,38,82,0.463,14,38,0.368,18,21,0.857,12,29,41,21,10,5,15,21,-3.0
42019,1610612748,MIA,Miami Heat,0041900405,2020-10-09,MIA @ LAL,W,241,111,38,83,0.458,14,33,0.424,21,22,0.955,9,26,35,26,7,3,13,19,3.0
42019,1610612747,LAL,Los Angeles Lakers,0041900404,2020-10-06,LAL @ MIA,W,241,102,35,79,0.443,14,39,0.359,18,21,0.857,10,32,42,25,5,4,15,14,6.0
42019,1610612748,MIA,Miami Heat,0041900404,2020-10-06,MIA vs. LAL,L,239,96,32,75,0.427,11,32,0.344,21,26,0.808,7,32,39,18,8,3,11,21,-6.0
42019,1610612747,LAL,Los Angeles Lakers,0041900403,2020-10-04,LAL @ MIA,L,240,104,34,79,0.43,14,42,0.333,22,29,0.759,11,32,43,23,8,2,19,22,-11.0
42019,1610612748,MIA,Miami Heat,0041900403,2020-10-04,MIA vs. LAL,W,240,115,41,80,0.513,12,34,0.353,21,23,0.913,3,34,37,25,8,3,12,23,11.0
42019,1610612747,LAL,Los Angeles Lakers,0041900402,2020-10-02,LAL vs. MIA,W,240,124,49,97,0.505,16,47,0.34,10,17,0.588,16,28,44,32,6,3,9,26,10.0
42019,1610612748,MIA,Miami Heat,0041900402,2020-10-02,MIA @ LAL,L,240,114,36,71,0.507,11,27,0.407,31,34,0.912,6,31,37,29,2,1,9,23,-10.0
42019,1610612747,LAL,Los Angeles Lakers,0041900401,2020-09-30,LAL vs. MIA,W,239,116,38,84,0.452,15,38,0.395,25,27,0.926,9,45,54,26,7,8,12,19,18.0
42019,1610612748,MIA,Miami Heat,0041900401,2020-09-30,MIA @ LAL,L,239,98,38,89,0.427,11,35,0.314,11,14,0.786,5,31,36,23,4,5,8,15,-18.0
42019,1610612738,BOS,Boston Celtics,0041900306,2020-09-27,BOS @ MIA,L,240,113,43,99,0.434,15,46,0.326,12,15,0.8,13,29,42,26,7,2,10,21,-12.0
42019,1610612748,MIA,Miami Heat,0041900306,2020-09-27,MIA vs. BOS,W,240,125,45,80,0.563,13,27,0.481,22,26,0.846,2,38,40,30,6,2,12,13,12.0
42019,1610612747,LAL,Los Angeles Lakers,0041900315,2020-09-26,LAL vs. DEN,W,240,117,42,77,0.545,9,24,0.375,24,29,0.828,5,38,43,24,6,8,13,26,10.0
42019,1610612743,DEN,Denver Nuggets,0041900315,2020-09-26,DEN @ LAL,L,240,107,38,90,0.422,8,30,0.267,23,26,0.885,9,27,36,23,5,2,11,25,-10.0
42019,1610612738,BOS,Boston Celtics,0041900305,2020-09-25,BOS vs. MIA,W,238,121,42,93,0.452,12,38,0.316,25,29,0.862,13,37,50,29,7,4,11,23,13.0
42019,1610612748,MIA,Miami Heat,0041900305,2020-09-25,MIA @ BOS,L,239,108,39,86,0.453,7,36,0.194,23,29,0.793,6,32,38,27,3,5,12,29,-13.0
42019,1610612747,LAL,Los Angeles Lakers,0041900314,2020-09-24,LAL @ DEN,W,240,114,38,80,0.475,10,30,0.333,28,35,0.8,12,29,41,23,9,2,9,25,6.0
42019,1610612743,DEN,Denver Nuggets,0041900314,2020-09-24,DEN vs. LAL,L,241,108,39,77,0.506,10,28,0.357,20,23,0.87,6,27,33,22,4,3,11,28,-6.0
42019,1610612738,BOS,Boston Celtics,0041900304,2020-09-23,BOS @ MIA,L,239,109,39,82,0.476,14,40,0.35,17,21,0.81,12,34,46,28,3,5,19,24,-3.0
42019,1610612748,MIA,Miami Heat,0041900304,2020-09-23,MIA vs. BOS,W,240,112,39,91,0.429,10,37,0.27,24,27,0.889,10,30,40,20,9,2,8,20,3.0
42019,1610612747,LAL,Los Angeles Lakers,0041900313,2020-09-22,LAL @ DEN,L,241,106,43,83,0.518,6,26,0.231,14,22,0.636,4,21,25,27,11,3,16,26,-8.0
42019,1610612743,DEN,Denver Nuggets,0041900313,2020-09-22,DEN vs. LAL,W,240,114,40,73,0.548,11,29,0.379,23,29,0.793,9,35,44,26,8,2,18,21,8.0
42019,1610612743,DEN,Denver Nuggets,0041900312,2020-09-20,DEN @ LAL,L,240,103,35,74,0.473,8,24,0.333,25,33,0.758,7,24,31,22,12,4,19,22,-2.0
42019,1610612747,LAL,Los Angeles Lakers,0041900312,2020-09-20,LAL vs. DEN,W,239,105,37,83,0.446,13,36,0.361,18,19,0.947,13,31,44,23,9,7,23,30,2.0
42019,1610612738,BOS,Boston Celtics,0041900303,2020-09-19,BOS @ MIA,W,240,117,41,85,0.482,9,26,0.346,26,30,0.867,10,40,50,27,8,3,14,29,11.0
42019,1610612748,MIA,Miami Heat,0041900303,2020-09-19,MIA vs. BOS,L,239,106,33,85,0.388,12,44,0.273,28,34,0.824,12,30,42,21,5,8,13,24,-11.0
42019,1610612743,DEN,Denver Nuggets,0041900311,2020-09-18,DEN @ LAL,L,239,114,41,83,0.494,9,26,0.346,23,28,0.821,9,28,37,23,3,2,16,26,-12.0
42019,1610612747,LAL,Los Angeles Lakers,0041900311,2020-09-18,LAL vs. DEN,W,239,126,44,83,0.53,11,26,0.423,27,37,0.73,10,24,34,33,10,6,11,28,12.0
42019,1610612738,BOS,Boston Celtics,0041900302,2020-09-17,BOS vs. MIA,L,240,101,36,72,0.5,10,28,0.357,19,24,0.792,6,35,41,19,5,3,20,22,-5.0
42019,1610612748,MIA,Miami Heat,0041900302,2020-09-17,MIA @ BOS,W,238,106,40,90,0.444,14,43,0.326,12,14,0.857,11,27,38,27,11,2,9,19,5.0
42019,1610612746,LAC,LA Clippers,0041900237,2020-09-15,LAC vs. DEN,L,240,89,34,90,0.378,9,35,0.257,12,16,0.75,12,25,37,21,8,3,10,20,-15.0
42019,1610612748,MIA,Miami Heat,0041900301,2020-09-15,MIA @ BOS,W,265,117,40,85,0.471,16,36,0.444,21,28,0.75,7,34,41,32,6,6,12,23,3.0
42019,1610612738,BOS,Boston Celtics,0041900301,2020-09-15,BOS vs. MIA,L,264,114,39,88,0.443,15,42,0.357,21,23,0.913,6,31,37,24,9,6,10,25,-3.2
42019,1610612743,DEN,Denver Nuggets,0041900237,2020-09-15,DEN @ LAC,W,240,104,38,77,0.494,13,37,0.351,15,16,0.938,11,42,53,22,4,5,20,20,15.0
42019,1610612743,DEN,Denver Nuggets,0041900236,2020-09-13,DEN vs. LAC,W,240,111,40,74,0.541,12,25,0.48,19,27,0.704,6,35,41,26,8,3,14,18,13.0
42019,1610612746,LAC,LA Clippers,0041900236,2020-09-13,LAC @ DEN,L,240,98,32,78,0.41,10,27,0.37,24,27,0.889,9,28,37,20,10,4,13,22,-13.0
42019,1610612745,HOU,Houston Rockets,0041900225,2020-09-12,HOU @ LAL,L,242,96,33,89,0.371,13,49,0.265,17,24,0.708,9,22,31,18,6,3,12,26,-23.0
42019,1610612747,LAL,Los Angeles Lakers,0041900225,2020-09-12,LAL vs. HOU,W,242,119,39,74,0.527,19,37,0.514,22,29,0.759,6,44,50,25,5,7,19,24,23.0
42019,1610612738,BOS,Boston Celtics,0041900217,2020-09-11,BOS @ TOR,W,240,92,35,86,0.407,9,38,0.237,13,23,0.565,10,34,44,19,12,5,10,16,5.0
42019,1610612743,DEN,Denver Nuggets,0041900235,2020-09-11,DEN @ LAC,W,240,111,39,81,0.481,12,27,0.444,21,25,0.84,6,38,44,20,7,5,11,22,6.0
42019,1610612746,LAC,LA Clippers,0041900235,2020-09-11,LAC vs. DEN,L,240,105,37,88,0.42,16,42,0.381,15,17,0.882,10,31,41,22,6,5,9,22,-6.0
42019,1610612761,TOR,Toronto Raptors,0041900217,2020-09-11,TOR vs. BOS,L,240,87,31,75,0.413,8,28,0.286,17,19,0.895,7,37,44,17,1,6,18,23,-5.0
42019,1610612747,LAL,Los Angeles Lakers,0041900224,2020-09-10,LAL @ HOU,W,241,110,43,88,0.489,9,30,0.3,15,16,0.938,12,40,52,30,9,4,16,27,10.0
42019,1610612745,HOU,Houston Rockets,0041900224,2020-09-10,HOU vs. LAL,L,241,100,28,65,0.431,14,33,0.424,30,39,0.769,1,25,26,24,10,6,16,21,-10.0
42019,1610612738,BOS,Boston Celtics,0041900216,2020-09-09,BOS vs. TOR,L,290,122,44,100,0.44,19,46,0.413,15,18,0.833,14,44,58,32,5,4,15,25,-3.0
42019,1610612746,LAC,LA Clippers,0041900234,2020-09-09,LAC @ DEN,W,242,96,33,79,0.418,8,28,0.286,22,30,0.733,9,32,41,19,7,5,9,26,11.0
42019,1610612743,DEN,Denver Nuggets,0041900234,2020-09-09,DEN vs. LAC,L,240,85,27,68,0.397,9,27,0.333,22,26,0.846,5,33,38,19,4,5,14,25,-11.0
42019,1610612761,TOR,Toronto Raptors,0041900216,2020-09-09,TOR @ BOS,W,289,125,44,101,0.436,19,47,0.404,18,25,0.72,8,38,46,22,10,8,12,26,3.0
42019,1610612748,MIA,Miami Heat,0041900205,2020-09-08,MIA @ MIL,W,241,103,35,73,0.479,11,31,0.355,22,24,0.917,5,43,48,21,6,7,21,21,9.0
42019,1610612745,HOU,Houston Rockets,0041900223,2020-09-08,HOU vs. LAL,L,240,102,38,81,0.469,12,30,0.4,14,14,1.0,6,24,30,23,8,1,9,18,-10.0
42019,1610612747,LAL,Los Angeles Lakers,0041900223,2020-09-08,LAL @ HOU,W,241,112,43,78,0.551,10,30,0.333,16,23,0.696,9,34,43,25,6,6,13,15,10.0
42019,1610612749,MIL,Milwaukee Bucks,0041900205,2020-09-08,MIL vs. MIA,L,241,94,33,91,0.363,9,33,0.273,19,26,0.731,13,28,41,20,7,5,11,23,-9.0
42019,1610612761,TOR,Toronto Raptors,0041900215,2020-09-07,TOR vs. BOS,L,241,89,33,85,0.388,12,40,0.3,11,13,0.846,10,26,36,19,8,5,13,24,-22.0
42019,1610612743,DEN,Denver Nuggets,0041900233,2020-09-07,DEN vs. LAC,L,238,107,44,94,0.468,11,34,0.324,8,10,0.8,8,28,36,32,10,0,12,26,-6.0
42019,1610612738,BOS,Boston Celtics,0041900215,2020-09-07,BOS @ TOR,W,238,111,38,77,0.494,11,34,0.324,24,27,0.889,4,41,45,23,5,6,11,19,22.0
42019,1610612746,LAC,LA Clippers,0041900233,2020-09-07,LAC @ DEN,W,240,113,41,75,0.547,11,31,0.355,20,26,0.769,3,38,41,23,7,4,17,20,6.0
42019,1610612748,MIA,Miami Heat,0041900204,2020-09-06,MIA vs. MIL,L,266,115,40,90,0.444,17,47,0.362,18,20,0.9,6,35,41,33,8,1,15,18,-3.0
